,cleaned_body,compound_score,pos_score,neu_score,neg_score
902,new economy seat replaced fixed back shell seat seat good pitch good width storage cubbin seatback plus three pouch literature pocket useful long flight avod system great need better choice program game two major problem new seat base seat cushion becomes hard quickly recline intrudes greatly personal space privacy two hour hour flight seat became noticeably uncomfortable leg became numb pinched circulation hour new inch recline nice sitting intrudes greatly space behind inch recline creates stress knee get banged laptop knocked tray table etc personal space privacy mostly control whim passenger front thinner lighter seat material make smaller seat footprint amplifies loss privacy person front side reclines adjacent seat reclines right get almost full view tv screen distraction screen flash read sleep,0.7003,0.142,0.743,0.116
903,hong kong taipei new economy class seat huge leap previous seat recline comfortable seat better touchscreen entertainment system,0.8834,0.447,0.553,0.0
904,designer seat know nothing ergonomics back incline seat pad slide forward instead without support waist back cushion thin felt laying piece steel head rest make neck painful simply nightmare cx,-0.6319,0.0,0.844,0.156
905,viewing position seating comfortable natural recline get decent support cushion seem standard good view screen good inflight entertainment sleeping position however torture back support could adjusted bottom seat slide forward inch instead great sleeping position get neck problem whilst sleeping need support neck whist waking long haul flight sleep absolutely worst seat,0.9275,0.343,0.516,0.142
906,cx new economy class seat quantum leap last generation fixed shell seat thin enough give good knee leg room without compromising lumbar support least comfy sq econ seat seat feel solid well built new ife us touchscreen personally found bit slow rather temperamental wonder hold several month abuse kid etc small recess ife screen storing phone camera wallet glass etc nice touch thumb cx carving slit recess easily see left valuable deplane,0.7537,0.175,0.75,0.076
907,seat flight perth london uncomfortable ever travelled,-0.3818,0.0,0.698,0.302
908,upright position get decent support even though cushion bit thin hard compared standard airline seat recline position however get pretty much back support sliding head rest get type position conducive sleep flight hour would choose seat standard reclining seat good view screen power outlet enjoy inflight entertainment cathay made mistake long haul flight people inclined sleep portion flight sleep absolutely worst seat think made mistake installing trans continental flight ironic note sleep flight seat best sleep choose different airline stay awake whole time flight arriving night either direction help jetlag would choose cathay,0.9233,0.209,0.687,0.104
909,seat would worst ever physical seat shell recline however seating within shell slid make believe reclined loaded plane told wait min connecting passenger join flight sitting period seat became extremely uncomfortable butt back padding slim travel whole return trip rome via hong kong sydney pillow blanket lower back made seat bearable however frequent moving getting standing multiple period time made trip manageable benefit type chair chair front recline would great padding chair softer,0.0276,0.109,0.784,0.108
910,bne hkg onto pvg awful seat flight next week pvg bkk thats cathay pacific shell seat uncomfortable cm tall person okay hour maximum bne hkg torture,-0.8225,0.057,0.659,0.284
911,flown many airline first caused ankle swell suffer dvt stay away foot stay away never travel awful,-0.2547,0.118,0.715,0.167
912,new seat design really horrible seat longer reclines becomes uncomfortable long haul flight sleep well,-0.6478,0.102,0.586,0.312
913,flown many airline first caused ankle swell suffer dvt stay away foot stay away never travel awful,-0.2547,0.118,0.715,0.167
914,seat ok short flight hard long flight recline available slide forward pretend recline leg room marginally better economy seat since back seat front recline plus type seat bring something seat get hard first hour,0.3832,0.126,0.763,0.111
